period,first_singular_ratio,first_plural_ratio,second_ratio,third_singular_ratio,third_plural_ratio,pronoun_density,total_pronouns,total_words
2013-Q1,0.3795180722891566,0.07028112449799197,0.10240963855421686,0.3293172690763052,0.11847389558232932,6.709781729991916,498,7422
2013-Q2,0.4092140921409214,0.032520325203252036,0.15176151761517614,0.3089430894308943,0.0975609756097561,5.694444444444445,369,6480
2013-Q3,0.35833333333333334,0.04583333333333333,0.12916666666666668,0.35833333333333334,0.10833333333333334,6.2095730918499354,240,3865
2013-Q4,0.3361774744027304,0.12798634812286688,0.15699658703071673,0.28668941979522183,0.09215017064846416,5.84247258225324,586,10030
2014-Q1,0.39574468085106385,0.05106382978723404,0.06808510638297872,0.28936170212765955,0.19574468085106383,6.245017273452033,235,3763
2014-Q2,0.18604651162790697,0.14534883720930233,0.29651162790697677,0.2441860465116279,0.12790697674418605,6.963562753036437,172,2470
2014-Q3,0.37640449438202245,0.16292134831460675,0.12921348314606743,0.25842696629213485,0.07303370786516854,6.108442004118051,178,2914
2014-Q4,0.26932668329177056,0.1172069825436409,0.2194513715710723,0.22443890274314215,0.16957605985037408,6.812776078831124,401,5886
2015-Q1,0.36129032258064514,0.10967741935483871,0.05161290322580645,0.4,0.07741935483870968,6.529064869418702,155,2374
2015-Q2,0.40350877192982454,0.07894736842105263,0.10526315789473684,0.21052631578947367,0.20175438596491227,8.272859216255442,114,1378
2015-Q3,0.2619047619047619,0.08333333333333333,0.2261904761904762,0.32142857142857145,0.10714285714285714,5.415860735009671,84,1551
2015-Q4,0.2524271844660194,0.46601941747572817,0.009708737864077669,0.14563106796116504,0.1262135922330097,6.9127516778523495,103,1490
2016-Q2,0.30578512396694213,0.09090909090909091,0.22589531680440772,0.25068870523415976,0.12672176308539945,9.047856430707876,363,4012
2016-Q3,0.2936046511627907,0.1511627906976744,0.1569767441860465,0.23546511627906977,0.16279069767441862,7.7355520575669,344,4447
2016-Q4,0.45454545454545453,0.0,0.022727272727272728,0.29545454545454547,0.22727272727272727,5.1103368176538915,44,861
2017-Q1,0.6363636363636364,0.0,0.18181818181818182,0.18181818181818182,0.0,8.799999999999999,11,125
2017-Q2,0.3,0.15333333333333332,0.17333333333333334,0.28,0.09333333333333334,6.070416835289357,150,2471
2017-Q4,0.3829787234042553,0.0425531914893617,0.0425531914893617,0.2553191489361702,0.2765957446808511,6.704707560627675,47,701
2018-Q1,0.16574585635359115,0.13259668508287292,0.13259668508287292,0.35911602209944754,0.20994475138121546,8.78640776699029,181,2060
2020-Q3,0.18863636363636363,0.07272727272727272,0.05909090909090909,0.6227272727272727,0.056818181818181816,10.133578995854444,440,4342
2021-Q4,0.39926062846580407,0.07208872458410351,0.053604436229205174,0.38817005545286504,0.08687615526802218,11.567243959803292,541,4677
2022-Q1,0.32371794871794873,0.07051282051282051,0.1858974358974359,0.3301282051282051,0.08974358974358974,5.553577785688858,312,5618
2022-Q2,0.296,0.208,0.128,0.264,0.104,5.1020408163265305,125,2450
2022-Q3,0.48148148148148145,0.1574074074074074,0.009259259259259259,0.2962962962962963,0.05555555555555555,8.83074407195421,108,1223
2022-Q4,0.30996309963099633,0.07749077490774908,0.05166051660516605,0.42066420664206644,0.14022140221402213,7.334235453315291,271,3695
2023-Q1,0.3015267175572519,0.15267175572519084,0.04580152671755725,0.24427480916030533,0.25572519083969464,6.2829736211031175,262,4170
2023-Q2,0.36477987421383645,0.1509433962264151,0.08176100628930817,0.1949685534591195,0.20754716981132076,6.611226611226612,159,2405
2023-Q4,0.35802469135802467,0.1728395061728395,0.10493827160493827,0.2777777777777778,0.08641975308641975,9.735576923076923,162,1664
2024-Q1,0.4461538461538462,0.1076923076923077,0.09230769230769231,0.2923076923076923,0.06153846153846154,6.646216768916155,65,978
2024-Q2,0.3545816733067729,0.14342629482071714,0.08764940239043825,0.2350597609561753,0.17928286852589642,4.66542750929368,251,5380
2024-Q3,0.3810810810810811,0.08378378378378379,0.14864864864864866,0.24864864864864866,0.13783783783783785,7.981018119068162,370,4636
2024-Q4,0.21428571428571427,0.08465608465608465,0.12698412698412698,0.373015873015873,0.20105820105820105,7.690742624618514,378,4915
2025-Q1,0.24603174603174602,0.24603174603174602,0.07142857142857142,0.30952380952380953,0.12698412698412698,4.89891135303266,126,2572
2025-Q2,0.3619402985074627,0.15671641791044777,0.048507462686567165,0.22014925373134328,0.2126865671641791,7.137150466045274,268,3755
2025-Q4,0.3221476510067114,0.24161073825503357,0.05592841163310962,0.2058165548098434,0.174496644295302,9.239355105415461,447,4838
