period,avg_sentence_length,clause_density,sentence_count,std_sentence_length
2012-07,24.677852348993287,2.0671140939597317,149,16.757756275456305
2012-08,20.62264150943396,2.0943396226415096,106,13.166891604773767
2012-09,21.88888888888889,2.3518518518518516,54,10.702486153999136
2012-10,16.865384615384617,1.9230769230769231,52,10.896415864779797
2012-11,20.24418604651163,2.046511627906977,172,13.393365284341545
2012-12,18.495238095238093,1.819047619047619,105,13.114966956749987
2013-01,20.564593301435405,2.0861244019138754,209,13.015518523756622
2013-02,17.153846153846153,1.6923076923076923,13,11.588098362916973
2013-03,21.0,1.891304347826087,138,13.267591548854915
2013-04,21.539473684210527,2.223684210526316,76,12.439792676256902
2013-05,18.762376237623762,1.8465346534653466,202,12.04377207683055
2013-06,19.09090909090909,1.981818181818182,55,22.284338346408
2013-07,15.733870967741936,1.75,124,10.398595493691213
2013-08,17.391304347826086,1.8695652173913044,92,10.372367682557103
2013-09,21.928571428571427,2.2142857142857144,14,15.39695835321419
2013-10,16.187290969899667,1.7491638795986622,299,10.02663871721245
2013-11,8.0,1.0,4,2.9154759474226504
2013-12,17.29194630872483,1.667785234899329,298,11.205763239018097
2014-01,15.35,1.65,120,9.46894045463025
2014-02,16.40740740740741,1.7407407407407407,27,8.220386848873373
2014-03,19.69333333333333,2.16,75,11.841141086154755
2014-04,15.736842105263158,1.4210526315789473,19,10.681228518259488
2014-05,20.065217391304348,1.7391304347826086,46,12.450601825707311
2014-06,16.85135135135135,1.6756756756756757,74,8.507043873822846
2014-08,17.350649350649352,1.7142857142857142,77,9.428839751468004
2014-09,21.2972972972973,2.2837837837837838,74,12.391943470080404
2014-11,17.5,1.8015873015873016,126,10.194730976467191
2014-12,17.5,1.8904761904761904,210,12.041693442052948
2015-01,18.2109375,1.8125,128,10.00597660756279
2015-02,21.0,2.0,2,3.0
2015-04,16.9672131147541,1.8360655737704918,61,11.104521620943062
2015-06,13.72,1.84,25,6.942737212368044
2015-07,19.771428571428572,2.0,35,12.035864772268194
2015-09,17.489795918367346,1.653061224489796,49,11.058513109964135
2015-11,15.8,1.7333333333333334,75,9.624967532412771
2015-12,19.0625,1.6875,16,12.265137331069718
2016-04,17.59722222222222,2.013888888888889,72,10.784067108241757
2016-05,17.540983606557376,1.9508196721311475,61,11.221428228685266
2016-06,16.41176470588235,1.696078431372549,102,8.711444963747484
2016-07,18.929411764705883,1.8588235294117648,85,10.474381335423185
2016-08,18.265060240963855,1.9036144578313252,83,11.781222896973736
2016-09,19.159420289855074,1.6956521739130435,69,12.016441862142678
2016-11,15.375,1.4285714285714286,56,9.299697575727933
2017-01,20.833333333333332,1.5,6,10.960788698304922
2017-04,20.089430894308943,1.9024390243902438,123,11.255356903524303
2017-12,17.5,1.875,40,13.36413109783049
2018-01,15.139705882352942,1.6911764705882353,136,10.234150438976966
2020-07,14.108108108108109,1.6486486486486487,37,11.80880062057196
2020-08,15.098814229249012,1.6442687747035574,253,9.648881162334668
2021-11,15.59,1.67,300,9.158706240512357
2022-01,58.90909090909091,1.75,44,66.96363266112103
2022-02,15.837696335078535,1.6020942408376964,191,10.420471340845348
2022-04,20.416666666666668,2.0416666666666665,120,13.827257701929025
2022-08,19.109375,1.828125,64,13.47812717366085
2022-10,18.60839160839161,2.13986013986014,143,12.995983761015284
2022-12,15.402985074626866,1.626865671641791,67,10.57603557117516
2023-01,16.753846153846155,1.7538461538461538,65,11.535938185621713
2023-02,16.094017094017094,1.7606837606837606,117,10.841502171426297
2023-03,15.96,1.5733333333333333,75,9.00287361531491
2023-04,14.733333333333333,1.76,75,8.782305442700617
2023-05,16.455696202531644,1.6835443037974684,79,9.595354187504308
2023-10,18.76,1.56,25,13.149235719234786
2023-11,17.057142857142857,1.9,70,10.877086944957426
2024-01,15.422222222222222,1.6666666666666667,45,12.801890292520413
2024-03,17.75,1.4375,16,11.685995892520243
2024-04,20.074626865671643,2.0858208955223883,268,15.569596696083082
2024-07,16.38679245283019,1.9339622641509433,106,14.272662055989112
2024-08,17.153846153846153,1.7100591715976332,169,11.517930451842949
2024-10,19.930232558139537,2.2325581395348837,43,10.390951673937415
2024-12,16.163346613545816,1.800796812749004,251,11.08178628229909
2025-02,12.571428571428571,1.4285714285714286,14,6.343886660335577
2025-03,24.181818181818183,2.191919191919192,99,15.163328727834013
2025-04,24.232558139534884,2.0,43,14.334601509378148
2025-05,15.782608695652174,1.8804347826086956,92,10.745905273695126
2025-06,23.79245283018868,2.490566037735849,53,13.308187989674993
2025-11,15.208333333333334,1.6666666666666667,48,10.074634677688758
2025-12,18.839449541284402,1.926605504587156,218,12.512632283795137
